dev_alphabetical_id,dev_numerical_id
D01_V_indoorYT_move_0002,0
D26_V_outdoorYT_move_0002,0
D16_V_outdoorYT_panrot_0001,10
D25_V_indoorYT_move_0001,16
D21_V_outdoorYT_still_0001,13
D08_V_outdoorYT_move_0002,6
D35_V_indoorYT_panrot_0002,24
D28_V_outdoorYT_move_0001,18
D29_V_indoorYT_panrot_0001,19
D23_V_outdoorYT_move_0002,14
D34_V_outdoorYT_move_0003,19
D35_V_indoorYT_move_0001,24
D33_V_indoorYT_panrot_0001,23
D03_V_indoorYT_panrot_0001,2
D01_V_outdoorYT_panrot_0001,0
D08_V_outdoorYT_still_0004,6
D20_V_indoorYT_move_0001,12
D13_V_outdoorYT_panrot_0001,9
D01_V_indoorYT_still_0002,0
D07_V_outdoorYT_panrot_0001,5
D05_V_indoorYT_panrot_0001,3
D26_V_outdoorYT_panrot_0001,0
D08_V_indoorYT_panrot_0002,6
D30_V_outdoorYT_still_0002,20
D33_V_outdoorYT_panrot_0001,23
D16_V_indoorYT_still_0002,10
D19_V_indoorYT_move_0002,11
D08_V_outdoorYT_move_0004,6
D08_V_indoorYT_still_0002,6
D32_V_indoorYT_still_0001,22
D33_V_outdoorYT_panrot_0002,23
D19_V_indoorYT_panrot_0001,11
D27_V_indoorYT_move_0002,17
D14_V_indoorYT_move_0002,3
D11_V_indoorYT_move_0002,8
D23_V_outdoorYT_still_0001,14
D26_V_indoorYT_panrot_0002,0
D03_V_outdoorYT_move_0001,2
D34_V_indoorYT_move_0003,19
D32_V_outdoorYT_still_0001,22
D24_V_indoorYT_panrot_0002,15
D32_V_outdoorYT_panrot_0002,22
D08_V_indoorYT_move_0001,6
D07_V_outdoorYT_panrot_0002,5
D10_V_outdoorYT_panrot_0001,1
D28_V_indoorYT_move_0001,18
D34_V_indoorYT_still_0001,19
D10_V_indoorYT_panrot_0001,1
D18_V_indoorYT_still_0001,3
D29_V_outdoorYT_panrot_0002,19
D15_V_indoorYT_still_0002,4
D18_V_indoorYT_move_0001,3
D24_V_outdoorYT_move_0002,15
D31_V_indoorYT_panrot_0001,21
D31_V_outdoorYT_still_0002,21
D09_V_outdoorYT_move_0002,7
D16_V_outdoorYT_still_0001,10
D30_V_outdoorYT_still_0001,20
D01_V_outdoorYT_still_0002,0
D34_V_outdoorYT_move_0004,19
D30_V_indoorYT_move_0001,20
D02_V_outdoorYT_still_0002,1
D19_V_outdoorYT_still_0002,11
D28_V_indoorYT_still_0001,18
D10_V_outdoorYT_still_0002,1
D05_V_outdoorYT_panrot_0001,3
D28_V_indoorYT_panrot_0001,18
D25_V_indoorYT_panrot_0001,16
D03_V_indoorYT_move_0002,2
D11_V_indoorYT_move_0001,8
D31_V_indoorYT_move_0001,21
D13_V_indoorYT_still_0001,9
D05_V_outdoorYT_still_0002,3
D05_V_indoorYT_move_0001,3
D07_V_indoorYT_panrot_0001,5
D11_V_indoorYT_panrot_0002,8
D05_V_outdoorYT_move_0001,3
D05_V_indoorYT_still_0001,3
D15_V_indoorYT_still_0001,4
D32_V_indoorYT_panrot_0001,22
D09_V_indoorYT_still_0001,7
D14_V_indoorYT_still_0001,3
D16_V_indoorYT_panrot_0001,10
D23_V_outdoorYT_panrot_0001,14
D08_V_outdoorYT_panrot_0001,6
D08_V_outdoorYT_still_0002,6
D29_V_indoorYT_panrot_0002,19
D16_V_outdoorYT_panrot_0002,10
D05_V_outdoorYT_still_0001,3
D06_V_outdoorYT_still_0001,4
D26_V_indoorYT_move_0001,0
D03_V_outdoorYT_panrot_0001,2
D15_V_indoorYT_panrot_0002,4
D16_V_outdoorYT_move_0002,10
D31_V_outdoorYT_panrot_0002,21
D29_V_indoorYT_move_0001,19
D20_V_outdoorYT_still_0001,12
D16_V_indoorYT_move_0002,10
D20_V_outdoorYT_panrot_0001,12
D10_V_outdoorYT_panrot_0002,1
D11_V_indoorYT_panrot_0001,8
D34_V_indoorYT_panrot_0001,19
D23_V_outdoorYT_panrot_0002,14
D08_V_outdoorYT_panrot_0004,6
D33_V_outdoorYT_still_0001,23
D13_V_indoorYT_still_0002,9
D15_V_indoorYT_move_0001,4
D08_V_outdoorYT_move_0003,6
D15_V_indoorYT_move_0002,4
D14_V_outdoorYT_still_0002,3
D05_V_indoorYT_move_0002,3
D32_V_indoorYT_move_0002,22
D30_V_indoorYT_panrot_0002,20
D07_V_indoorYT_still_0002,5
D20_V_outdoorYT_move_0001,12
D29_V_outdoorYT_still_0001,19
D27_V_outdoorYT_move_0001,17
D16_V_indoorYT_move_0001,10
D33_V_outdoorYT_move_0001,23
D29_V_outdoorYT_still_0002,19
D30_V_indoorYT_panrot_0001,20
D24_V_indoorYT_move_0002,15
D02_V_outdoorYT_still_0003,1
D11_V_outdoorYT_still_0002,8
D08_V_indoorYT_still_0001,6
D19_V_indoorYT_still_0002,11
D13_V_outdoorYT_panrot_0002,9
D11_V_outdoorYT_move_0002,8
D19_V_outdoorYT_still_0001,11
D26_V_indoorYT_still_0002,0
D13_V_outdoorYT_move_0002,9
D32_V_outdoorYT_still_0002,22
D10_V_indoorYT_still_0001,1
D26_V_indoorYT_still_0001,0
D30_V_indoorYT_still_0001,20
D02_V_outdoorYT_move_0001,1
D14_V_outdoorYT_move_0002,3
D21_V_indoorYT_still_0001,13
D24_V_outdoorYT_panrot_0002,15
D33_V_indoorYT_panrot_0002,23
D06_V_indoorYT_still_0002,4
D01_V_indoorYT_still_0001,0
D34_V_indoorYT_still_0002,19
D01_V_indoorYT_panrot_0002,0
D03_V_indoorYT_still_0001,2
D35_V_indoorYT_panrot_0001,24
D34_V_indoorYT_move_0004,19
D27_V_indoorYT_move_0001,17
D08_V_outdoorYT_still_0001,6
D27_V_outdoorYT_panrot_0002,17
D20_V_indoorYT_still_0002,12
D09_V_outdoorYT_still_0002,7
D09_V_indoorYT_still_0002,7
D29_V_outdoorYT_move_0002,19
D31_V_indoorYT_still_0001,21
D32_V_outdoorYT_move_0002,22
D09_V_indoorYT_move_0002,7
D24_V_outdoorYT_still_0001,15
D25_V_indoorYT_move_0002,16
D25_V_outdoorYT_still_0002,16
D28_V_outdoorYT_panrot_0001,18
D05_V_outdoorYT_panrot_0002,3
D34_V_indoorYT_panrot_0002,19
D29_V_indoorYT_move_0002,19
D27_V_outdoorYT_still_0001,17
D25_V_indoorYT_still_0001,16
D02_V_indoorYT_move_0001,1
D32_V_outdoorYT_panrot_0001,22
D18_V_indoorYT_panrot_0001,3
D26_V_indoorYT_move_0002,0
D02_V_outdoorYT_panrot_0002,1
D18_V_indoorYT_still_0002,3
D29_V_indoorYT_still_0001,19
D18_V_outdoorYT_move_0001,3
D31_V_outdoorYT_move_0001,21
D01_V_outdoorYT_panrot_0002,0
D20_V_outdoorYT_move_0002,12
D13_V_outdoorYT_move_0001,9
D10_V_outdoorYT_still_0001,1
D07_V_outdoorYT_still_0001,5
D20_V_outdoorYT_still_0002,12
D13_V_indoorYT_panrot_0001,9
D21_V_indoorYT_move_0001,13
D34_V_outdoorYT_move_0002,19
D09_V_indoorYT_panrot_0001,7
D18_V_outdoorYT_panrot_0001,3
D19_V_indoorYT_panrot_0002,11
D35_V_outdoorYT_still_0002,24
D33_V_outdoorYT_move_0002,23
D13_V_outdoorYT_still_0002,9
D35_V_outdoorYT_panrot_0002,24
D07_V_indoorYT_move_0002,5
D28_V_indoorYT_panrot_0002,18
D15_V_outdoorYT_move_0002,4
D03_V_outdoorYT_panrot_0002,2
D34_V_indoorYT_panrot_0003,19
D29_V_outdoorYT_panrot_0001,19
D06_V_indoorYT_move_0002,4
D13_V_indoorYT_move_0001,9
D31_V_outdoorYT_panrot_0001,21
D11_V_outdoorYT_panrot_0002,8
D08_V_outdoorYT_panrot_0003,6
D27_V_indoorYT_still_0001,17
D08_V_outdoorYT_still_0003,6
D14_V_indoorYT_still_0002,3
D10_V_indoorYT_still_0002,1
D30_V_outdoorYT_move_0001,20
D06_V_outdoorYT_panrot_0001,4
D25_V_outdoorYT_still_0001,16
D30_V_indoorYT_move_0002,20
D31_V_indoorYT_move_0002,21
D21_V_outdoorYT_still_0002,13
D27_V_indoorYT_panrot_0002,17
D06_V_indoorYT_still_0001,4
D21_V_indoorYT_panrot_0001,13
D30_V_outdoorYT_panrot_0002,20
D21_V_outdoorYT_move_0001,13
D10_V_outdoorYT_move_0001,1
D24_V_indoorYT_still_0001,15
D25_V_indoorYT_panrot_0002,16
D07_V_outdoorYT_move_0002,5
D20_V_outdoorYT_panrot_0002,12
D25_V_indoorYT_still_0002,16
D03_V_outdoorYT_move_0002,2
D06_V_outdoorYT_move_0001,4
D19_V_outdoorYT_panrot_0002,11
D23_V_indoorYT_still_0001,14
D26_V_outdoorYT_still_0002,0
D15_V_outdoorYT_move_0001,4
D08_V_outdoorYT_move_0001,6
D28_V_outdoorYT_still_0001,18
D31_V_indoorYT_still_0002,21
D07_V_outdoorYT_move_0001,5
D27_V_outdoorYT_move_0002,17
D25_V_outdoorYT_move_0002,16
D06_V_outdoorYT_move_0002,4
D23_V_indoorYT_panrot_0001,14
D07_V_indoorYT_panrot_0002,5
D07_V_indoorYT_move_0001,5
D02_V_outdoorYT_panrot_0001,1
D06_V_indoorYT_panrot_0002,4
D28_V_indoorYT_still_0002,18
D03_V_outdoorYT_still_0001,2
D34_V_outdoorYT_panrot_0001,19
D08_V_indoorYT_move_0002,6
D35_V_outdoorYT_panrot_0001,24
D33_V_indoorYT_move_0001,23
D13_V_outdoorYT_still_0001,9
D23_V_indoorYT_panrot_0002,14
D15_V_outdoorYT_panrot_0002,4
D24_V_outdoorYT_panrot_0001,15
D23_V_outdoorYT_still_0002,14
D35_V_outdoorYT_still_0001,24
D01_V_indoorYT_move_0001,0
D14_V_outdoorYT_panrot_0002,3
D19_V_outdoorYT_move_0002,11
D35_V_indoorYT_still_0002,24
D29_V_outdoorYT_move_0001,19
D14_V_indoorYT_panrot_0001,3
D09_V_indoorYT_move_0001,7
D28_V_outdoorYT_move_0002,18
D24_V_indoorYT_move_0001,15
D26_V_outdoorYT_panrot_0002,0
D16_V_indoorYT_panrot_0002,10
D01_V_indoorYT_panrot_0001,0
D09_V_outdoorYT_still_0001,7
