dev_alphabetical_id,dev_numerical_id
D24_V_outdoorWA_panrot_0002,15
D27_V_outdoorWA_move_0002,17
D16_V_indoorWA_panrot_0001,10
D24_V_outdoorWA_panrot_0001,15
D09_V_indoorWA_move_0001,7
D35_V_outdoorWA_move_0002,24
D24_V_indoorWA_panrot_0001,15
D32_V_indoorWA_move_0001,22
D02_V_indoorWA_panrot_0001,1
D28_V_indoorWA_panrot_0002,18
D20_V_indoorWA_panrot_0001,12
D34_V_indoorWA_move_0003,19
D10_V_indoorWA_still_0001,1
D32_V_indoorWA_still_0001,22
D34_V_indoorWA_panrot_0002,19
D30_V_outdoorWA_still_0002,20
D08_V_indoorWA_move_0003,6
D31_V_outdoorWA_move_0001,21
D09_V_indoorWA_move_0002,7
D32_V_outdoorWA_move_0001,22
D02_V_outdoorWA_panrot_0001,1
D10_V_outdoorWA_panrot_0002,1
D19_V_outdoorWA_move_0002,11
D10_V_indoorWA_panrot_0002,1
D33_V_outdoorWA_panrot_0001,23
D20_V_outdoorWA_panrot_0001,12
D33_V_indoorWA_move_0002,23
D30_V_indoorWA_still_0002,20
D18_V_outdoorWA_panrot_0001,3
D25_V_outdoorWA_move_0002,16
D13_V_indoorWA_panrot_0001,9
D20_V_indoorWA_move_0001,12
D23_V_indoorWA_still_0001,14
D08_V_indoorWA_still_0001,6
D24_V_outdoorWA_move_0002,15
D23_V_outdoorWA_still_0002,14
D08_V_indoorWA_still_0003,6
D33_V_outdoorWA_still_0001,23
D02_V_outdoorWA_panrot_0002,1
D01_V_outdoorWA_still_0003,0
D11_V_indoorWA_panrot_0001,8
D19_V_indoorWA_panrot_0001,11
D01_V_outdoorWA_still_0002,0
D19_V_outdoorWA_move_0001,11
D28_V_indoorWA_panrot_0001,18
D28_V_outdoorWA_still_0001,18
D30_V_indoorWA_still_0001,20
D09_V_outdoorWA_move_0002,7
D05_V_indoorWA_move_0002,3
D02_V_outdoorWA_still_0003,1
D28_V_outdoorWA_still_0002,18
D15_V_outdoorWA_still_0001,4
D10_V_outdoorWA_still_0002,1
D20_V_outdoorWA_move_0002,12
D05_V_indoorWA_panrot_0001,3
D24_V_outdoorWA_still_0001,15
D14_V_indoorWA_still_0001,3
D13_V_outdoorWA_panrot_0001,9
D11_V_outdoorWA_still_0001,8
D09_V_indoorWA_still_0001,7
D08_V_indoorWA_panrot_0003,6
D02_V_indoorWA_still_0001,1
D06_V_indoorWA_move_0002,4
D01_V_indoorWA_move_0001,0
D34_V_indoorWA_panrot_0003,19
D32_V_outdoorWA_panrot_0001,22
D35_V_indoorWA_move_0001,24
D20_V_outdoorWA_move_0001,12
D03_V_outdoorWA_move_0001,2
