dev_alphabetical_id,dev_numerical_id
D01_V_outdoor_panrot_0001,0
D30_V_indoor_move_0001,20
D25_V_outdoor_still_0001,16
D24_V_outdoor_panrot_0001,15
D28_V_indoor_still_0001,18
D28_V_outdoor_still_0001,18
D10_V_indoor_move_0001,1
D01_V_indoor_move_0002,0
D31_V_outdoor_panrot_0001,21
D14_V_outdoor_still_0001,3
D05_V_indoor_still_0002,3
D07_V_outdoor_still_0001,5
D06_V_indoor_move_0001,4
D01_V_outdoor_move_0001,0
D26_V_outdoor_move_0002,0
D24_V_indoor_still_0002,15
D19_V_indoor_move_0002,11
D34_V_indoor_panrot_0002,19
D08_V_outdoor_move_0004,6
D02_V_outdoor_move_0001,1
D27_V_indoor_panrot_0002,17
D06_V_outdoor_panrot_0002,4
D11_V_indoor_move_0002,8
D25_V_indoor_still_0002,16
D03_V_indoor_panrot_0002,2
D25_V_outdoor_move_0001,16
D23_V_indoor_move_0001,14
D29_V_indoor_still_0001,19
D08_V_indoor_still_0003,6
D01_V_outdoor_still_0002,0
D34_V_indoor_still_0002,19
D29_V_outdoor_panrot_0001,19
D32_V_outdoor_move_0001,22
D34_V_outdoor_move_0001,19
D32_V_indoor_still_0001,22
D05_V_outdoor_panrot_0001,3
D34_V_indoor_move_0004,19
D16_V_outdoor_move_0002,10
D27_V_outdoor_panrot_0002,17
D32_V_outdoor_move_0002,22
D33_V_outdoor_panrot_0002,23
D34_V_indoor_panrot_0004,19
D06_V_outdoor_move_0002,4
D28_V_outdoor_panrot_0001,18
D33_V_outdoor_still_0001,23
D30_V_indoor_move_0002,20
D01_V_outdoor_still_0001,0
D23_V_indoor_still_0001,14
D06_V_indoor_panrot_0001,4
D32_V_indoor_move_0002,22
D09_V_indoor_panrot_0001,7
D16_V_outdoor_still_0001,10
D02_V_outdoor_still_0003,1
D33_V_outdoor_move_0002,23
D27_V_outdoor_move_0001,17
D29_V_outdoor_panrot_0002,19
D15_V_indoor_panrot_0001,4
D24_V_outdoor_move_0002,15
D02_V_outdoor_still_0002,1
D28_V_indoor_move_0002,18
D23_V_outdoor_panrot_0001,14
D09_V_indoor_move_0001,7
D30_V_outdoor_move_0001,20
D35_V_indoor_move_0001,24
D33_V_outdoor_still_0002,23
D31_V_indoor_panrot_0001,21
D21_V_outdoor_move_0001,13
D35_V_indoor_move_0002,24
D27_V_indoor_move_0001,17
D11_V_indoor_still_0001,8
D16_V_outdoor_move_0001,10
D01_V_outdoor_panrot_0004,0
D28_V_indoor_move_0001,18
D26_V_indoor_still_0002,0
D18_V_indoor_move_0001,3
D29_V_outdoor_still_0002,19
D06_V_outdoor_still_0002,4
D03_V_outdoor_move_0001,2
D24_V_indoor_panrot_0001,15
D06_V_outdoor_still_0001,4
D34_V_indoor_move_0001,19
D02_V_indoor_panrot_0001,1
D05_V_indoor_panrot_0001,3
D28_V_outdoor_move_0001,18
D23_V_indoor_still_0002,14
D32_V_outdoor_still_0002,22
D35_V_outdoor_move_0002,24
D13_V_indoor_panrot_0001,9
D27_V_outdoor_still_0001,17
D13_V_outdoor_move_0002,9
D15_V_outdoor_panrot_0002,4
D06_V_indoor_still_0002,4
D34_V_indoor_panrot_0001,19
D30_V_indoor_panrot_0002,20
D08_V_outdoor_still_0002,6
D20_V_indoor_still_0002,12
D09_V_outdoor_panrot_0002,7
D07_V_outdoor_move_0002,5
D15_V_outdoor_still_0001,4
D07_V_indoor_still_0002,5
D03_V_indoor_move_0001,2
D07_V_outdoor_move_0001,5
D15_V_indoor_panrot_0002,4
D34_V_indoor_still_0003,19
D08_V_outdoor_panrot_0004,6
D32_V_outdoor_panrot_0001,22
D33_V_indoor_still_0002,23
D15_V_outdoor_panrot_0001,4
D01_V_outdoor_still_0003,0
D23_V_indoor_move_0002,14
D29_V_outdoor_move_0002,19
D30_V_outdoor_still_0001,20
D13_V_outdoor_still_0001,9
