dev_alphabetical_id,dev_numerical_id
D21_V_outdoor_still_0002,13
D20_V_outdoor_panrot_0001,12
D01_V_indoor_panrot_0002,0
D06_V_outdoor_panrot_0001,4
D34_V_indoor_still_0003,19
D03_V_indoor_still_0002,2
D29_V_outdoor_move_0002,19
D19_V_indoor_panrot_0002,11
D13_V_indoor_move_0002,9
D32_V_indoor_panrot_0001,22
D09_V_indoor_still_0002,7
D07_V_indoor_panrot_0002,5
D02_V_outdoor_still_0002,1
D09_V_outdoor_move_0001,7
D14_V_indoor_still_0001,3
D30_V_indoor_move_0002,20
D21_V_outdoor_still_0001,13
D07_V_indoor_move_0001,5
D03_V_indoor_panrot_0002,2
D06_V_indoor_move_0002,4
D35_V_outdoor_panrot_0001,24
D28_V_indoor_panrot_0002,18
D31_V_outdoor_panrot_0001,21
D05_V_outdoor_panrot_0001,3
D24_V_indoor_panrot_0001,15
D28_V_outdoor_still_0002,18
D08_V_indoor_move_0004,6
D28_V_indoor_still_0001,18
D25_V_outdoor_move_0002,16
D16_V_indoor_panrot_0002,10
D25_V_indoor_move_0002,16
D23_V_outdoor_still_0001,14
D13_V_indoor_panrot_0002,9
D34_V_indoor_move_0002,19
D08_V_indoor_panrot_0004,6
D11_V_outdoor_panrot_0001,8
D24_V_indoor_still_0002,15
D26_V_outdoor_move_0002,0
D06_V_outdoor_move_0002,4
D29_V_outdoor_panrot_0002,19
D11_V_indoor_panrot_0001,8
D34_V_indoor_still_0002,19
D16_V_indoor_move_0002,10
D13_V_outdoor_move_0002,9
D03_V_outdoor_panrot_0001,2
D02_V_outdoor_still_0003,1
D30_V_indoor_panrot_0002,20
D25_V_outdoor_panrot_0001,16
D15_V_outdoor_panrot_0001,4
D16_V_outdoor_still_0002,10
D08_V_outdoor_still_0001,6
D27_V_outdoor_panrot_0002,17
D01_V_indoor_still_0001,0
D33_V_indoor_panrot_0002,23
D03_V_indoor_still_0001,2
D24_V_outdoor_panrot_0001,15
D34_V_indoor_move_0004,19
D01_V_outdoor_move_0003,0
D09_V_indoor_panrot_0001,7
D01_V_indoor_move_0001,0
D25_V_indoor_still_0001,16
D06_V_outdoor_still_0001,4
D03_V_outdoor_still_0001,2
D24_V_outdoor_still_0002,15
D34_V_indoor_move_0003,19
D27_V_indoor_move_0001,17
D01_V_outdoor_panrot_0003,0
D30_V_indoor_move_0001,20
D34_V_indoor_still_0001,19
D07_V_outdoor_panrot_0002,5
D23_V_indoor_still_0001,14
D05_V_indoor_still_0001,3
D28_V_outdoor_still_0001,18
D20_V_indoor_panrot_0002,12
D08_V_outdoor_panrot_0002,6
D02_V_outdoor_panrot_0001,1
D10_V_indoor_panrot_0001,1
D05_V_outdoor_still_0002,3
D15_V_indoor_panrot_0001,4
D01_V_outdoor_move_0002,0
D01_V_outdoor_still_0003,0
D26_V_indoor_panrot_0001,0
D18_V_indoor_still_0001,3
D32_V_outdoor_move_0001,22
D06_V_indoor_still_0001,4
D32_V_outdoor_panrot_0002,22
D08_V_outdoor_move_0003,6
D24_V_indoor_panrot_0002,15
D35_V_outdoor_panrot_0002,24
D07_V_outdoor_still_0002,5
D23_V_outdoor_panrot_0002,14
D20_V_indoor_still_0001,12
D20_V_outdoor_move_0001,12
D14_V_indoor_move_0002,3
D14_V_indoor_panrot_0001,3
D25_V_outdoor_panrot_0002,16
D33_V_indoor_still_0001,23
D20_V_outdoor_still_0002,12
D02_V_outdoor_panrot_0002,1
D16_V_outdoor_panrot_0001,10
D14_V_outdoor_move_0002,3
D28_V_indoor_move_0002,18
D28_V_indoor_still_0002,18
D35_V_outdoor_move_0002,24
D05_V_indoor_still_0002,3
D31_V_outdoor_move_0001,21
D13_V_outdoor_still_0002,9
D09_V_indoor_still_0001,7
D15_V_indoor_still_0002,4
D02_V_indoor_still_0001,1
D19_V_indoor_still_0001,11
D20_V_outdoor_move_0002,12
D19_V_indoor_move_0001,11
D10_V_indoor_still_0002,1
D08_V_indoor_panrot_0003,6
