dev_alphabetical_id,dev_numerical_id
D02_V_indoor_move_0001,1
D24_V_outdoor_panrot_0001,15
D03_V_outdoor_still_0002,2
D30_V_outdoor_move_0001,20
D06_V_outdoor_still_0001,4
D05_V_indoor_move_0001,3
D03_V_indoor_panrot_0002,2
D32_V_indoor_panrot_0001,22
D03_V_outdoor_move_0001,2
D30_V_outdoor_still_0001,20
D28_V_outdoor_still_0001,18
D35_V_indoor_still_0001,24
D14_V_outdoor_move_0001,3
D24_V_outdoor_still_0001,15
D13_V_indoor_panrot_0002,9
D23_V_outdoor_panrot_0001,14
D06_V_outdoor_still_0002,4
D33_V_outdoor_still_0002,23
D20_V_outdoor_move_0001,12
D34_V_indoor_move_0001,19
D16_V_outdoor_move_0001,10
D33_V_indoor_move_0002,23
D19_V_indoor_move_0002,11
D20_V_indoor_move_0002,12
D35_V_outdoor_still_0001,24
D10_V_indoor_panrot_0002,1
D19_V_outdoor_panrot_0002,11
D34_V_indoor_move_0004,19
D29_V_indoor_panrot_0002,19
D33_V_indoor_still_0002,23
D30_V_indoor_still_0001,20
D08_V_outdoor_panrot_0001,6
D31_V_indoor_still_0001,21
D07_V_indoor_still_0001,5
D34_V_outdoor_still_0001,19
D03_V_indoor_still_0002,2
D31_V_indoor_panrot_0001,21
D08_V_indoor_still_0002,6
D27_V_outdoor_move_0002,17
D01_V_outdoor_move_0003,0
D14_V_indoor_move_0001,3
D18_V_indoor_panrot_0001,3
D18_V_indoor_still_0001,3
D34_V_outdoor_panrot_0001,19
D18_V_outdoor_still_0001,3
D32_V_indoor_panrot_0002,22
D29_V_indoor_still_0002,19
D01_V_indoor_still_0002,0
D08_V_outdoor_still_0003,6
D01_V_outdoor_move_0002,0
D01_V_outdoor_panrot_0004,0
D14_V_outdoor_move_0002,3
D11_V_outdoor_move_0002,8
D05_V_indoor_panrot_0001,3
D10_V_outdoor_panrot_0002,1
D11_V_outdoor_panrot_0002,8
D06_V_indoor_still_0001,4
D15_V_outdoor_panrot_0002,4
D19_V_outdoor_move_0002,11
D30_V_outdoor_panrot_0002,20
D33_V_outdoor_panrot_0002,23
D14_V_outdoor_still_0002,3
D06_V_outdoor_move_0002,4
D26_V_indoor_move_0002,0
D29_V_indoor_still_0001,19
D32_V_outdoor_move_0001,22
D08_V_outdoor_move_0002,6
D09_V_outdoor_still_0002,7
D25_V_indoor_panrot_0001,16
D33_V_indoor_panrot_0001,23
D09_V_outdoor_still_0001,7
D25_V_outdoor_panrot_0002,16
D25_V_outdoor_still_0001,16
D31_V_outdoor_move_0002,21
D08_V_outdoor_still_0001,6
D15_V_indoor_panrot_0002,4
D02_V_outdoor_move_0001,1
D08_V_outdoor_panrot_0002,6
D30_V_indoor_panrot_0001,20
D25_V_outdoor_still_0002,16
D18_V_outdoor_move_0001,3
D01_V_indoor_panrot_0001,0
D29_V_outdoor_still_0002,19
D33_V_outdoor_move_0002,23
D06_V_indoor_still_0002,4
D01_V_indoor_move_0002,0
D26_V_outdoor_still_0001,0
D14_V_outdoor_still_0001,3
D19_V_indoor_panrot_0001,11
D09_V_indoor_panrot_0001,7
D29_V_outdoor_still_0001,19
D05_V_outdoor_move_0001,3
D32_V_outdoor_panrot_0001,22
D01_V_outdoor_move_0004,0
D21_V_indoor_panrot_0001,13
D31_V_indoor_still_0002,21
D10_V_outdoor_panrot_0001,1
D24_V_outdoor_panrot_0002,15
D21_V_outdoor_still_0001,13
D06_V_outdoor_panrot_0002,4
D19_V_indoor_still_0001,11
D16_V_outdoor_panrot_0001,10
D23_V_outdoor_move_0001,14
D35_V_outdoor_panrot_0001,24
D06_V_outdoor_move_0001,4
D13_V_outdoor_panrot_0001,9
D16_V_indoor_still_0002,10
D28_V_outdoor_move_0002,18
D20_V_outdoor_panrot_0002,12
D34_V_indoor_panrot_0001,19
D09_V_outdoor_move_0002,7
D05_V_outdoor_panrot_0002,3
