dev_alphabetical_id,dev_numerical_id
D02_V_outdoor_still_0002,1
D29_V_indoor_still_0002,19
D14_V_outdoor_move_0001,3
D10_V_indoor_still_0002,1
D29_V_outdoor_still_0001,19
D26_V_outdoor_still_0002,0
D03_V_indoor_panrot_0001,2
D08_V_outdoor_panrot_0002,6
D03_V_indoor_move_0001,2
D11_V_outdoor_move_0001,8
D09_V_indoor_still_0001,7
D27_V_indoor_panrot_0002,17
D29_V_indoor_move_0002,19
D32_V_indoor_panrot_0002,22
D19_V_indoor_panrot_0001,11
D08_V_outdoor_still_0002,6
D32_V_outdoor_move_0002,22
D23_V_indoor_move_0002,14
D03_V_outdoor_move_0002,2
D19_V_outdoor_panrot_0001,11
D30_V_outdoor_still_0001,20
D05_V_indoor_still_0002,3
D28_V_outdoor_still_0002,18
D18_V_outdoor_panrot_0001,3
D08_V_indoor_panrot_0002,6
D34_V_outdoor_panrot_0002,19
D26_V_indoor_move_0002,0
D03_V_indoor_still_0001,2
D01_V_outdoor_still_0003,0
D34_V_indoor_move_0003,19
D20_V_indoor_still_0002,12
D15_V_outdoor_still_0001,4
D11_V_indoor_move_0001,8
D08_V_indoor_move_0003,6
D09_V_indoor_panrot_0002,7
D26_V_indoor_panrot_0001,0
D23_V_indoor_panrot_0001,14
D30_V_indoor_still_0001,20
D18_V_indoor_still_0002,3
D09_V_indoor_panrot_0001,7
D34_V_indoor_still_0004,19
D11_V_outdoor_panrot_0002,8
D23_V_outdoor_panrot_0001,14
D31_V_outdoor_still_0001,21
D05_V_indoor_panrot_0002,3
D02_V_outdoor_panrot_0002,1
D08_V_indoor_still_0001,6
D01_V_outdoor_move_0003,0
D08_V_indoor_panrot_0001,6
D27_V_outdoor_still_0001,17
D08_V_indoor_move_0001,6
D34_V_outdoor_move_0003,19
D16_V_outdoor_move_0002,10
D25_V_outdoor_still_0002,16
D10_V_outdoor_move_0001,1
D08_V_indoor_still_0004,6
D34_V_indoor_panrot_0001,19
D19_V_indoor_still_0002,11
D15_V_outdoor_panrot_0002,4
D32_V_outdoor_panrot_0001,22
D16_V_outdoor_still_0002,10
D26_V_outdoor_panrot_0002,0
D01_V_indoor_panrot_0001,0
D27_V_indoor_still_0001,17
D31_V_outdoor_move_0002,21
D20_V_outdoor_move_0002,12
D32_V_outdoor_still_0001,22
D29_V_indoor_panrot_0002,19
D15_V_indoor_still_0001,4
D23_V_indoor_move_0001,14
D33_V_indoor_still_0002,23
D30_V_outdoor_still_0002,20
D24_V_outdoor_move_0001,15
D03_V_outdoor_still_0001,2
D02_V_indoor_panrot_0001,1
D03_V_outdoor_panrot_0001,2
D01_V_outdoor_panrot_0004,0
D14_V_outdoor_still_0001,3
